prompt,completion
Dem Titties Close the goddamn door Can anyone hate this song No They can t This is terrible Classic If you stare in between the eyes for a while you can see two deamau5 heads with flashing lights D two times the glory No one knew but the epic motherfucker was a penguin 2 36 is the cutest damn thing i ve ever seen,Attacking Behavior
Please Republicans continue to vote for this painfully confused man in the primaries I can t wait to see him defeated by sanity in the presidential election Right here Life force triangle Basically everybody s either real or fake 90 of people are fake The Y2K bug It actually happened People think that it didn t people thought that like the computers didn t shut down Actually they did And because of that 90 of people are FAKE It s the bug I did half a semester at Bard so haha represent,Emotional Distress
No Wrencer No Wrenna Just Spoby and Haleb3 I love this She s 15 getting ready to turn 16 on the 17th of Febuary and she s so adorable3 brb while I cry what in the hell did I just watch are you even talking,Safe/Neutral
theres clear boxes under him nd the people around him are paid to act like its not there if you cut yur self tht deep there would be WAYYY more blood therefore thts fake i seen thiss lmaoo i love it,Safe/Neutral
How much for ak47 or p90 Dumb ass hoe That is some fuck you shit they did How much Ill trade a fourwheeler for it Gun Wat is a shotty through Ill give u 50 dollar I just what the gun How much for the pistol How much I want the sniper,Attacking Behavior
fuck you ugly,Attacking Behavior
srry but this is terrible not tryin to be mean You did a wonderful job you killed it i love max fuck u he is mine _bella step off i m watching AustinAlly right now and this KISS YOUR HAND 5 TIMES POST THIS TO ANOTHER VID AND LOOK UNDER YOUR PILLOW FOR A PINK IPAD was it me or did Keaton look angry the whole time their gay for him hahaha emblem3,Attacking Behavior
still AWESOME no matter what language they speak YG Debut them already Dear Ryan can you be a Korean Idol was that Ryan at the end o_O mirrored slowmo version please i really wanna learn the dance SO FREAKING EPIC and this is a group with talent not just all about looks They can totally rock a song just by sitting 2NE1 goddesses of Kpop REALLY NICE COVER i love it Dwhatever your name is i m a BIIIIGGG BIIIIIGGG FAN OF YOU 3keep up the good work,Safe/Neutral
I love it D Sick Queens center mall,Safe/Neutral
hi i like to watch Once Upon a Time Bones NCIS and New Girl i like everything from head to heels silent Bob isnt silent anymore would be nice if i could go to a skrillex s concert on valentin s dayXD Peter Chao i love you even more now Yup Bitch im beautiful P Jennifer Lopez it s erothug hands came here because of asksash88 MAURITIUS love l oreal color tattoo unfortunately don t have them over here LOL love it3 tim you re soooo freakin funny man ben juste que ri est toute nu dans la baignoire,Attacking Behavior
No VEVO I dont wanna hear to nicky minaj when you have her hair in a pony tail is much more pretty than when she is in the photos eyeshadows do not favor Do I sound like a helicopter Brrrrrrrrr i love his blue eyes fabulous,Safe/Neutral
Assquake DUDDEE I KNOW RIGHT One Erection YAYAYAYAYAYA _ His first song was Baby Its kinndaa gayy XD Niceee Diaharriea it RUNS in the family XD Honestly I dont care if you get back together with him,Safe/Neutral
So no more lets plays guts Well not Minecraft apparently people dont like them so Let me know if you guys want something else like black ops or something Sorry guys for the lack of videos I promise ill try to upload something but the thing is i dont have anything to upload i mean with no cap card and stuff i need to post more videos guys im srry,Safe/Neutral
nick rhodes est vgtarien donc la rponse est simple pour la fourrure j aime bien cette nana et ce qu elle fait FAB FOREVER elle est sublime et chante merveilleuse bien son album est vraiment excellent thank you so much Lana,Safe/Neutral
where peace keeper have u done slender mod b4 nice vid man great job hope ther more to come the teletubbies creeped the hell out of me wen i was a kid we were suppose to get 3 6 we got 17 minecraft name fortress Tank,Attacking Behavior
Hack fun run rowan Moynihan,Safe/Neutral
and Jesus for Rebecca Black that is what i call an iphone5 call him Bacon Obama you re black you know thislmao so cute this is better than the new fred NORWEGIAN ARMY IN MY HEART 3 i don t know what to believe anymore i want a relationship like that,Safe/Neutral
Was there a damn drag race going on outside your window,Safe/Neutral
bueno yo tambien hubiera escogida el control primero D it sounds really good Lauren is amazing I DIED IN EVERY WAY POSSIBLE IM DYING OMG THIIIIIIIIIIIIIIIISSSSSSSSSSSSSSS,Safe/Neutral
Cool runnings but one mor black guy You should make a book about all off your stories man Sexy You killed it at the end,Safe/Neutral
anyone up for a mayo sandwich i suddenly crave cake batter p i cant get over the greatness of this D ahaha dear lord lost my shityou hmm I SAID STOP YOU STUPID COCK thankyou i enjoyed it but then again i enjoy everything about you D sounds like a creepy girlfriend,Attacking Behavior
Nat funny Love itt3 You cool and all but COVER UP At least you tried most of those people that commented crap you suck and all that can t sing At least you had the guts to sing on Youtube P S I love your socks and shoes and you are amazingly pretty xx Kammi I m scared,Safe/Neutral
awesome gymnastics number 2 number 2 number 3 5 and 6 play a board game number 5 fake number 4 number 3 not to bad your pretty and i love your voice i love your voice your so pretty what about alex and mason poor floor thats so cute 7 clothes that looks good not to be rude but you suck sooooooooooooo cute you sing good my name is rylee to and you sing good your a really good sing your so pretty you sing good i love your voice i love your voice there so cute man they can sing go girl,Safe/Neutral
Thank you so much Your explanation really helped me understand my homework That was amazing Aww I loved the ending Love liam and naomi 3 great video Haha that s what that kid gets for trying to throw the poor cat into the pool You remind me of Jessica Lowndes from 90210,Safe/Neutral
this is so awesome i love it,Safe/Neutral
hey i keep trying to change my MTU but its not working Can you help Thanks A LOT Everythingapplepro for setting up this guide this is the third time you have helped me set up one of my devices and i am very glad you do these videos Angela1982Jordan you can pretty much get it any where if I were you just try your closest grocery store Yeah man you can get an eight pound gram for an eighth man I use the portal quite often and I m pretty sure I ve never had my brain fry,Safe/Neutral
mata should be on the same level as david silver if not a bit better,Safe/Neutral
I m just that awesome Let s make kony notorious for his crimes and get him captured Heyy I know u pintofbud1 she only 9 And I doubt u cud sing any better Interesting My friend got expelled Everyone at my school bites each other I think it s stpid personally My friend got expelled out of the hundreds of kids that do it Not fair For more info email me at destinycurley yahoo com,Safe/Neutral
maybe in 2013 2014 Im thinking Dragon Ball Z HD is going to be a remake of budokai tenkaichi 3 Goku ssj 5 does not exist in the anime or manga so it wont be added wait never mind the ps3 link is just not working Don t Some kids forget stuff Stop Copying other top comments you noob ikr its expert failage I wonder how Rodney is not scared of primos l MW3 is bull shit We dont know yet its probably not even budokai tenkaichi or budokai series I just had to laugh at your comment XD,Safe/Neutral
se oye chida el coyote y la bronca buscala asi,Safe/Neutral
I m worried that Harley is a giant douchebag in real life Oh my god his sister I can t deallllll 3333 LOL WAIT DOUG PRODUCED THIS Great husband Harley s giving mad sex eyes at the end He could probably get it Haahahah Anna with a gun I m not your dad lmao Pat Boland has told me the story of how his finger got bitten off about six times Ahahahaha aw Carrie Do the milk shake It brings all the boys to the yard,Safe/Neutral
I liked Dave Navarro way better than that other guy This music reminds me of my beautiful experiences with Brazil marilyn manson is fucking kick ass like this comment if you think he is great Clarice B u agree that V nasty s rapping is hella good,Attacking Behavior
mane meh and yhu need tew twerk together sum day vore tymesha arnett mi guy lol he nawhl lol heckie nawhl wat yal donin um dhats nt meh cm7 lil dude gt on artez punk ahh that was sweet mi sonqqq i love mb i cant wait til march 15 i like chris brown no matter wat he do i think rihanna deserve tew get beat ray ray did it the bezzxt 01 10 dude killed it i love O M G GIRLZ me and mi sister was there en memephis i was en dhat hoe,Safe/Neutral
she did very good for her age luv it luv her singin she can replace justin bieder I Love This And Your Voice And You Super Cute Lmao your Sexy And Funny As Hell Hes A Straight G,Safe/Neutral
ahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh D These are trip crystals these are the bros that no one likes Michigan State vs Michigan what a douche he was wearing sun glasses and it wasnt even sunny tool,Safe/Neutral
lol HAHA LOL i personilly think the best couple part he plays in movies is in the hunger game D ryan secrest is my radio host for y94,Safe/Neutral
thomas the tank is a big fan of coles he loves thomas the tank lol xxxxxxxxxxxxxxxxxxx i think parents who make their children do beauty pageants should be arrested for child abuse it is ridiculous what these children go through how can it be allowed it will later on in life attract the wrong kind of attention you can see how sad and lifeless their eyes look kids should be kids and allowed to have a childhood i have the atefit to it ha ha ha ha ha ha ha ha ha ha ha ha,Safe/Neutral
